XCoord,YCoord,START_NODE,END_NODE,EDGE,LENGTH
194237.28017892,3952991.76768892,214,213,107,113.6192527711
194178.95451983,3953109.26641024,217,213,109,69.2120103906139
195750.19561674,3953131.72194592,220,196,110,382.68541834108
195750.19561674,3953131.72194592,220,140,111,792.418770485454
195750.19561674,3953131.72194592,220,252,126,7242.64077903266
194896.30595174,3953157.20147383,224,199,112,338.695472485396
194896.30595174,3953157.20147383,224,192,113,176.805468541431
194896.30595174,3953157.20147383,224,232,116,454.202529100254
194896.30595174,3953157.20147383,224,241,122,1300.71203532189
194256.82137578,3953215.24371266,227,213,114,110.715996742958
194416.10224644,3953222.18344165,230,206,115,130.205047297824
195343.52518122,3953236.54186849,232,224,116,454.202529100254
195343.52518122,3953236.54186849,232,196,117,177.735079240911
195343.52518122,3953236.54186849,232,238,119,192.292092521667
195343.52518122,3953236.54186849,232,239,120,49.4627571276955
194497.95191008,3953244.82122465,235,201,118,160.326370532161
195532.86027088,3953270.13461574,238,232,119,192.292092521667
195333.79379648,3953285.03789404,239,232,120,49.4627571276955
194512.85605263,3954366.83886474,241,209,121,1281.13938600697
194512.85605263,3954366.83886474,241,224,122,1300.71203532189
194512.85605263,3954366.83886474,241,321,161,6856.28495658798
210458.05477070,3951060.99787898,245,246,123,4183.62740945766
208570.87678433,3954667.96402622,246,245,123,4183.62740945766
208570.87678433,3954667.96402622,246,247,125,192.198933211467
208570.87678433,3954667.96402622,246,269,135,12503.4126356584
208383.22859891,3954709.54032279,247,248,124,591.86288455949
208383.22859891,3954709.54032279,247,246,125,192.198933211467
208383.22859891,3954709.54032279,247,265,134,948.742411224426
208178.70903741,3954154.26964774,248,247,124,591.86288455949
202607.24671736,3955142.59492416,252,220,126,7242.64077903266
202607.24671736,3955142.59492416,252,253,127,523.261677712551
203123.71004636,3955226.66877960,253,252,127,523.261677712551
203123.71004636,3955226.66877960,253,256,128,5589.93383830599
203123.71004636,3955226.66877960,253,257,129,32.4930212544509
203123.71004636,3955226.66877960,253,1967,984,28299.5305136479
198656.26681298,3952056.01477466,256,253,128,5589.93383830599
198656.26681298,3952056.01477466,256,111,17907,524.817390139384
203155.78091002,3955231.88952038,257,253,129,32.4930212544509
203155.78091002,3955231.88952038,257,259,130,5625.80131664105
203155.78091002,3955231.88952038,257,261,131,2457.18983842185
203155.78091002,3955231.88952038,257,1966,983,28275.5272893052
198660.52790951,3952041.58325539,259,257,130,5625.80131664105
198660.52790951,3952041.58325539,259,110,17906,527.983975543937
205604.57562655,3955414.54399187,261,257,131,2457.18983842185
205604.57562655,3955414.54399187,261,102,132,4289.45143722916
205604.57562655,3955414.54399187,261,265,133,3153.18017171764
205604.57562655,3955414.54399187,261,277,139,4968.58736580365
208753.66155863,3955567.00606029,265,261,133,3153.18017171764
208753.66155863,3955567.00606029,265,247,134,948.742411224426
208753.66155863,3955567.00606029,265,277,140,2097.59664170505
220151.45936491,3956234.92826113,269,246,135,12503.4126356584
220151.45936491,3956234.92826113,269,170,136,3895.60603913714
220151.45936491,3956234.92826113,269,273,137,1018.67840693452
220151.45936491,3956234.92826113,269,285,143,1985.43000276983
220822.24239762,3957001.54590230,273,269,137,1018.67840693452
220822.24239762,3957001.54590230,273,170,138,5729.33843057866
220822.24239762,3957001.54590230,273,285,144,1424.78092640618
209760.47052282,3957389.07672502,277,261,139,4968.58736580365
209760.47052282,3957389.07672502,277,265,140,2097.59664170505
209760.47052282,3957389.07672502,277,423,212,13493.583681592
228367.90187007,3957726.47085939,281,282,141,276.72769666162
228367.90187007,3957726.47085939,281,283,142,751.980999319853
228367.90187007,3957726.47085939,281,444,222,11620.5316589854
228597.22097232,3957571.58081469,282,281,141,276.72769666162
227751.01977359,3958156.47885960,283,281,142,751.980999319853
227751.01977359,3958156.47885960,283,291,146,1085.67965424566
227751.01977359,3958156.47885960,283,291,148,1300.14388497712
220351.35869042,3958209.43914167,285,269,143,1985.43000276983
220351.35869042,3958209.43914167,285,273,144,1424.78092640618
220351.35869042,3958209.43914167,285,293,147,1454.22795438695
220351.35869042,3958209.43914167,285,363,182,6917.25549001694
189116.82209855,3958401.68404005,290,106,145,6665.00719176448
227040.51573782,3958949.41001101,291,283,146,1085.67965424566
227040.51573782,3958949.41001101,291,283,148,1300.14388497712
227040.51573782,3958949.41001101,291,297,149,768.148586401315
219353.66588534,3959015.19180233,293,285,147,1454.22795438695
219353.66588534,3959015.19180233,293,423,213,7171.91311490084
226729.91932974,3959616.22600085,297,291,149,768.148586401315
226679.59009463,3959641.86256661,299,300,150,56.0711763061881
226729.55287336,3959616.41266377,300,299,150,56.0711763061881
226420.33745094,3959802.06218008,301,302,151,292.413637191727
226420.33745094,3959802.06218008,301,306,153,352.568782708574
226420.33745094,3959802.06218008,301,325,163,1700.73919062144
226663.94379975,3959649.36462883,302,301,151,292.413637191727
227268.64688468,3959868.99531954,303,304,152,324.779124227078
226999.23706220,3959691.19189038,304,303,152,324.779124227078
226999.23706220,3959691.19189038,304,308,155,408.173469817501
226715.98433108,3959994.13332067,306,301,153,352.568782708574
226715.98433108,3959994.13332067,306,308,154,78.0629325240167
226715.98433108,3959994.13332067,306,313,157,130.282987761217
226782.30819827,3960035.30328636,308,306,154,78.0629325240167
226782.30819827,3960035.30328636,308,304,155,408.173469817501
226782.30819827,3960035.30328636,308,312,156,43.2939969046408
226819.08425505,3960058.14823801,312,308,156,43.2939969046408
226819.08425505,3960058.14823801,312,315,158,153.135360390407
226819.08425505,3960058.14823801,312,318,159,274.427070422512
226647.50421345,3960104.96711691,313,306,157,130.282987761217
226736.33790637,3960187.00273107,315,312,158,153.135360390407
226878.26369646,3960311.97254427,318,312,159,274.427070422512
195819.24848349,3960992.84478440,319,320,160,3347.78061724709
195819.24848349,3960992.84478440,319,324,17908,88.9660060437773
199147.14934934,3960662.58731423,320,319,160,3347.78061724709
194150.36040527,3961023.00632771,321,241,161,6856.28495658798
194150.36040527,3961023.00632771,321,324,162,1580.48060948
194150.36040527,3961023.00632771,321,333,167,1576.5985371973
195730.53777136,3960999.57975174,324,321,162,1580.48060948
195730.53777136,3960999.57975174,324,319,17908,88.9660060437773
225694.24251106,3961284.60629861,325,301,163,1700.73919062144
225694.24251106,3961284.60629861,325,363,183,4880.43690039849
243630.21332843,3960084.42412749,327,328,164,3396.54410515968
244487.77459103,3961734.14095187,328,327,164,3396.54410515968
244487.77459103,3961734.14095187,328,329,165,2104.17752629749
244487.77459103,3961734.14095187,328,332,168,2081.83618772882
245507.31420720,3960652.95505482,329,328,165,2104.17752629749
243361.99179699,3959206.47117732,331,332,166,4124.81752562745
243884.50818718,3962563.56318267,332,331,166,4124.81752562745
243884.50818718,3962563.56318267,332,328,168,2081.83618772882
243884.50818718,3962563.56318267,332,340,170,1779.51456129047
194038.09611790,3962579.03198969,333,321,167,1576.5985371973
194038.09611790,3962579.03198969,333,342,17909,130.140774701038
199227.83434196,3963780.99816826,337,338,169,58.458742186542
199169.78204975,3963774.11660544,338,337,169,58.458742186542
199169.78204975,3963774.11660544,338,362,181,4665.28956230606
199169.78204975,3963774.11660544,338,403,202,1096.46085170194
244641.47602798,3963763.41115369,340,332,170,1779.51456129047
194193.46114170,3963936.93797132,341,342,171,1247.99917007055
194193.46114170,3963936.93797132,341,343,17910,73.5814799353622
194051.46207678,3962708.48457709,342,341,171,1247.99917007055
194051.46207678,3962708.48457709,342,333,17909,130.140774701038
194234.12463339,3963998.26263710,343,344,172,41.1956110709785
194234.12463339,3963998.26263710,343,341,17910,73.5814799353622
