XCoord,YCoord,START_NODE,END_NODE,EDGE,LENGTH
466004.84843528,4973254.87558396,183,171,92,120.859803775989
466004.84843528,4973254.87558396,183,182,93,10.1199153226106
466004.84843528,4973254.87558396,183,194,98,380.277156256761
466004.84843528,4973254.87558396,183,203,102,183.109939207948
380132.59222888,4973269.40241103,188,123,94,6885.610663287
380132.59222888,4973269.40241103,188,236,118,3074.27651613523
380132.59222888,4973269.40241103,188,248,124,712.70808466605
473695.05321815,4973278.52320186,189,190,95,1532.97109134888
473695.05321815,4973278.52320186,189,27949,13975,48.7592788835944
475010.67554188,4972965.86610883,190,189,95,1532.97109134888
475010.67554188,4972965.86610883,190,191,96,339.083977336389
475010.67554188,4972965.86610883,190,200,100,2213.93569706453
475047.33012757,4973302.95090151,191,190,96,339.083977336389
475047.33012757,4973302.95090151,191,207,104,140.809321856415
475047.33012757,4973302.95090151,191,212,106,437.514746476535
475047.33012757,4973302.95090151,191,213,107,465.657643461863
465631.52720067,4973321.34360717,194,176,97,129.670681611993
465631.52720067,4973321.34360717,194,183,98,380.277156256761
465631.52720067,4973321.34360717,194,202,101,117.465616014637
389817.75921772,4973327.53956584,197,198,99,6074.38927872585
389817.75921772,4973327.53956584,197,210,105,400.417073585852
389817.75921772,4973327.53956584,197,238,123,5220.98461230622
389817.75921772,4973327.53956584,197,1009,505,12192.4449079709
391218.71927480,4967489.26111219,198,197,99,6074.38927872585
477136.03321986,4973288.38990085,200,190,100,2213.93569706453
477136.03321986,4973288.38990085,200,219,110,226.440841131307
477136.03321986,4973288.38990085,200,776,388,6981.62026157979
465659.83753080,4973435.34666044,202,194,101,117.465616014637
466028.18255708,4973436.45967714,203,183,102,183.109939207948
466028.18255708,4973436.45967714,203,182,103,186.723664343602
466028.18255708,4973436.45967714,203,239,120,492.68721195227
466028.18255708,4973436.45967714,203,242,121,506.900544084567
466028.18255708,4973436.45967714,203,243,122,434.053436217377
475064.02474106,4973442.76704865,207,191,104,140.809321856415
475064.02474106,4973442.76704865,207,234,13976,72.2428409585642
390196.72848336,4973456.83043371,210,197,105,400.417073585852
390196.72848336,4973456.83043371,210,348,174,1832.09963391589
475406.42518827,4973467.21549847,212,191,106,437.514746476535
475406.42518827,4973467.21549847,212,213,108,734.542989663129
475406.42518827,4973467.21549847,212,338,169,2789.3870596351
474672.01485671,4973481.17503149,213,191,107,465.657643461863
474672.01485671,4973481.17503149,213,212,108,734.542989663129
474672.01485671,4973481.17503149,213,262,176,9469.99556576639
475622.01033871,4973473.61205063,217,218,109,674.088144410225
475622.01033871,4973473.61205063,217,229,116,459.579176958671
475622.01033871,4973473.61205063,217,343,172,2564.23316937378
474948.04348968,4973486.39926487,218,217,109,674.088144410225
474948.04348968,4973486.39926487,218,229,115,390.215384003369
474948.04348968,4973486.39926487,218,269,177,9834.26861281533
477034.31547293,4973490.69895772,219,200,110,226.440841131307
477034.31547293,4973490.69895772,219,27953,13977,118.184308479448
357608.93223634,4958913.57420439,221,222,111,15479.7799978319
357608.93223634,4958913.57420439,221,66,13971,314.95534279274
354821.40390246,4973611.67405563,222,221,111,15479.7799978319
354821.40390246,4973611.67405563,222,224,114,9.77664113910491
354821.40390246,4973611.67405563,222,294,147,538.22284086655
354126.95853537,4973572.60037845,223,224,112,686.02677410748
354126.95853537,4973572.60037845,223,339,170,822.525848568084
354811.62952566,4973611.88446053,224,223,112,686.02677410748
354811.62952566,4973611.88446053,224,163,113,727.29463207149
354811.62952566,4973611.88446053,224,222,114,9.77664113910491
354811.62952566,4973611.88446053,224,329,165,729.884176511511
475204.75807427,4973614.38387145,229,218,115,390.215384003369
475204.75807427,4973614.38387145,229,217,116,459.579176958671
475204.75807427,4973614.38387145,229,234,117,208.098998233456
475071.49531205,4973514.62258872,234,229,117,208.098998233456
475071.49531205,4973514.62258872,234,207,13976,72.2428409585642
383151.70166624,4973640.26948072,236,188,118,3074.27651613523
383151.70166624,4973640.26948072,236,238,119,1822.49851339612
383151.70166624,4973640.26948072,236,613,307,2372.88631477082
384957.57373512,4973751.97385480,238,236,119,1822.49851339612
384957.57373512,4973751.97385480,238,197,123,5220.98461230622
384957.57373512,4973751.97385480,238,843,422,3712.86675619579
465707.57734186,4973777.25571204,239,203,120,492.68721195227
465707.57734186,4973777.25571204,239,249,125,195.932721829564
465707.57734186,4973777.25571204,239,265,133,513.263232806767
465709.63496717,4973797.42954782,242,203,121,506.900544084567
465709.63496717,4973797.42954782,242,254,127,176.868030931927
465709.63496717,4973797.42954782,242,262,131,302.035196846333
466080.85699107,4973867.30506781,243,203,122,434.053436217377
466080.85699107,4973867.30506781,243,252,126,262.446230968922
466080.85699107,4973867.30506781,243,263,132,171.275119859339
379808.96802869,4973904.39862441,248,188,124,712.70808466605
379808.96802869,4973904.39862441,248,393,198,11081.1512935861
379808.96802869,4973904.39862441,248,894,447,5362.47755534329
465658.89952276,4973967.04533612,249,239,125,195.932721829564
465658.89952276,4973967.04533612,249,312,13978,94.5098390389397
466247.21767960,4973967.38368734,252,243,126,262.446230968922
465665.69661448,4973968.75298909,254,242,127,176.868030931927
465665.69661448,4973968.75298909,254,315,13979,94.6575834955995
343960.58199338,4973351.62871542,255,256,128,2423.76032151799
346298.65643135,4973971.42783771,256,255,128,2423.76032151799
346298.65643135,4973971.42783771,256,257,129,41.7995623561617
346338.67981344,4973983.48322234,257,256,129,41.7995623561617
346338.67981344,4973983.48322234,257,44,130,22535.354148709
346338.67981344,4973983.48322234,257,428,256,6471.4094226299
465888.60682835,4973996.46716019,262,242,131,302.035196846333
465888.60682835,4973996.46716019,262,265,134,581.443291628126
465888.60682835,4973996.46716019,262,213,176,9469.99556576639
466101.71836732,4974037.30497858,263,243,132,171.275119859339
466101.71836732,4974037.30497858,263,360,13980,70.9083776725317
465309.90854783,4974039.15665464,265,239,133,513.263232806767
465309.90854783,4974039.15665464,265,262,134,581.443291628126
465309.90854783,4974039.15665464,265,271,136,325.180198243637
465800.57275778,4974001.54685302,269,270,135,679.008329600672
465800.57275778,4974001.54685302,269,312,156,694.204952762133
465800.57275778,4974001.54685302,269,218,177,9834.26861281533
465125.63784136,4974073.25088350,270,269,135,679.008329600672
465125.63784136,4974073.25088350,270,284,142,349.121464287026
465125.63784136,4974073.25088350,270,315,158,649.560588430044
464986.90890326,4974076.75174651,271,265,136,325.180198243637
464986.90890326,4974076.75174651,271,273,138,166.301463649055
