eccentricity
5.085510926335039539e-01
6.997043980125889906e-01
7.836591156812550141e-01
8.141990780170900166e-01
8.860488791132250519e-01
9.844916180352509816e-01
1.002347584249720036e+00
1.912501110731479992e+00
2.239187180584880199e+00
2.543748675371789947e+00
3.920003440156440089e+00
4.126613528915470397e+00
4.645524973055869644e+00
4.917114023056569749e+00
5.146389553138040363e+00
5.161544160262430125e+00
5.578424558191989568e+00
5.738620052401640415e+00
5.806660928339669958e+00
6.098777404292450299e+00
6.560058546439839766e+00
6.717464932419190404e+00
6.717464932419190404e+00
7.059556376700840019e+00
7.166588320928910072e+00
7.223497071685380355e+00
7.598667619131679984e+00
8.299262304503610466e+00
8.645689947185509538e+00
8.909712832018650275e+00
9.077105679220800027e+00
9.146200386890669165e+00
9.156471956530650047e+00
9.203744857579950533e+00
9.435120752122569954e+00
1.042837490374060039e+01
1.066309586132869924e+01
1.118741730889670016e+01
1.126049924722389939e+01
1.184775893612379960e+01
1.193512080047629986e+01
1.210262748509700081e+01
1.256018362434710056e+01
1.275409037208170027e+01
1.275409037208170027e+01
1.275546631715450019e+01
1.310777381470819947e+01
1.339814721247540064e+01
1.360513004342690024e+01
1.390665950544400076e+01
1.454406957651709931e+01
1.490074778810889988e+01
1.508652883025139957e+01
1.538488831148369940e+01
1.552617539406140068e+01
1.564619760566250051e+01
1.589120081154329966e+01
1.591477379342189913e+01
1.602435728921389924e+01
1.615140962876720110e+01
1.628816384945359985e+01
1.663068449706549856e+01
1.667930376110469837e+01
1.683199968694760074e+01
1.700612293748390158e+01
1.712766151903250034e+01
1.733035246213500002e+01
1.738993497702960056e+01
1.741718685442049974e+01
1.741718685442049974e+01
1.745379239877519950e+01
1.746957176167279968e+01
1.762049620751880141e+01
1.795886577141219931e+01
1.802268904186080078e+01
1.804369719298910013e+01
1.804990732851110025e+01
1.822757517018850137e+01
1.831203318828960036e+01
1.836917308689169914e+01
1.843807706321650031e+01
1.867093912136870060e+01
1.901865110578649976e+01
1.908240899907750077e+01
1.917187642688449856e+01
1.921623570554159954e+01
1.939836218762929931e+01
1.961280005893199885e+01
1.989453305469290001e+01
2.001923111007310041e+01
2.022113073605159883e+01
2.033449224391139865e+01
2.042304703890509998e+01
2.053798150300439929e+01
2.062454049364230002e+01
2.064289134697229855e+01
2.077970993121730103e+01
2.098500831274689915e+01
2.127320059912500128e+01
2.137390499024850143e+01
2.137390499024850143e+01
2.154751940606589855e+01
2.157846723116799836e+01
2.182457325772260148e+01
2.187514750545430076e+01
2.206103504156419959e+01
2.206103504156419959e+01
2.220708539612019905e+01
2.270085363452449911e+01
2.290102458707210076e+01
2.301148902162610099e+01
2.316502863154019920e+01
2.317297057591330045e+01
2.317709358220649918e+01
2.322051267137650044e+01
2.349621772354300120e+01
2.349621772354300120e+01
2.350431952188749918e+01
2.392658298030369934e+01
2.393361833450120102e+01
2.410511528559770156e+01
2.410511528559770156e+01
2.420650674091239907e+01
2.421353947966279918e+01
2.423034370553159889e+01
2.424082784695299964e+01
2.424082784695299964e+01
2.431336061261080062e+01
2.436286710243929932e+01
2.463304155385300120e+01
2.463304155385300120e+01
2.479214804579919829e+01
2.503353752820870071e+01
2.516537254995370176e+01
2.520201774415000173e+01
2.532536112920709925e+01
2.535919532821380074e+01
2.583935316704739904e+01
2.601883450933789987e+01
2.609521164503269830e+01
2.615364281886120068e+01
2.615701028644850012e+01
2.629099358811440013e+01
2.630661146805239881e+01
2.639984677990290152e+01
2.672625764232899925e+01
2.691150968475540139e+01
2.696629676874220038e+01
2.710307552265319941e+01
2.713821113840290167e+01
2.720075549864019848e+01
2.724800440564460047e+01
2.744886497108749879e+01
2.746596746207239903e+01
2.749803629527599824e+01
2.758251867704030147e+01
2.838390482587969998e+01
2.846399122695320116e+01
2.891443736194310077e+01
2.896795968364169838e+01
2.897432711221539847e+01
2.909229472908360137e+01
2.921809725198230012e+01
2.951029412882569858e+01
2.962682284064939964e+01
2.976416009433669885e+01
2.980168587199090169e+01
2.989289354729120163e+01
3.003624528671949889e+01
3.023852787474540094e+01
3.023852787474540094e+01
3.024136674923819967e+01
3.033307440127930121e+01
3.054158746836570160e+01
3.070548733389059848e+01
3.078459994566150115e+01
3.126532068629409977e+01
3.138603538958779993e+01
3.149863787446459895e+01
3.160296139510310098e+01
3.163208198199370003e+01
3.164043773055789899e+01
3.172259721753979989e+01
3.179898621460959873e+01
3.180178712516390149e+01
3.187506433244280046e+01
3.196945392013470055e+01
3.207915237693659805e+01
3.210449547529410097e+01
3.232729998878320288e+01
3.235448287319339755e+01
3.237227327615740080e+01
3.244125082009580296e+01
3.247095964490709719e+01
3.257284900361860025e+01
3.258281953644389972e+01
3.260974358691699848e+01
3.271260249532650022e+01
3.286292598116359898e+01
3.286420692201799909e+01
3.306584051060050200e+01
3.318953559783069807e+01
3.343529112578210061e+01
3.344348414013379767e+01
3.348778046386649976e+01
3.359580614571930113e+01
3.366453398671099961e+01
3.387029227158640055e+01
3.398164346999629970e+01
3.438090769025019711e+01
3.471847621619860291e+01
3.513444321628900013e+01
3.518131216444370324e+01
3.519927336002530183e+01
3.540783528237319899e+01
3.541961048964039804e+01
3.551459398123159872e+01
3.553520714054759821e+01
3.570091676564030081e+01
3.607890818146830014e+01
3.608503594262359826e+01
3.609523434273749842e+01
3.613765982219779715e+01
3.615951073482860068e+01
3.617212511449019985e+01
3.636217260482769831e+01
3.639992984385980179e+01
3.641480466252709647e+01
3.655440808644799944e+01
3.669304705588979942e+01
3.687267942430769807e+01
3.688129513042940033e+01
3.712628588093949844e+01
3.725789543834179796e+01
3.727677817870250010e+01
3.728575627373270152e+01
3.746188722127399728e+01
3.766992111619349970e+01
3.795345067473429879e+01
3.819976742117120239e+01
3.831364219751709754e+01
3.844570012756369692e+01
3.854132788161010126e+01
3.855246535133309749e+01
3.861321315447180069e+01
3.873432887373879652e+01
3.880929101038619677e+01
3.887501771155719865e+01
3.888143364427659776e+01
3.891283818513350212e+01
3.894557053700510352e+01
3.896964006442789952e+01
3.900291150319539923e+01
3.902985608560079811e+01
3.910941233893719726e+01
3.913360442689000251e+01
3.924622682625790304e+01
3.933115831917940142e+01
3.939745861410270322e+01
3.951776649691100118e+01
3.952888959632780086e+01
3.956295075842150055e+01
3.963835985831150310e+01
3.969220006919179866e+01
3.983378680321590082e+01
3.988265906140900086e+01
4.007368025918270149e+01
4.040554884191819696e+01
4.045843629821950316e+01
4.064334264371449734e+01
4.077716045099690234e+01
4.079331326277959846e+01
4.080825259240150160e+01
4.087083224714920249e+01
4.099323827112330321e+01
4.099323827112330321e+01
4.106131536647850311e+01
4.107528070934849751e+01
4.112167408704299731e+01
4.114602309221849907e+01
4.122102418443429883e+01
4.124018079089859867e+01
4.131331134048740239e+01
4.132780639565289960e+01
4.151895913016159767e+01
4.159994492481649786e+01
4.173566751559310006e+01
4.189027485950349927e+01
4.207103964652129946e+01
4.207103964652129946e+01
4.218613089825449691e+01
4.223071941272799990e+01
4.225676683026529901e+01
4.226325556090100122e+01
4.226325556090100122e+01
4.226539136968970212e+01
4.230042880945099881e+01
4.240763594490770316e+01
4.240980875218569679e+01
4.247658033562470337e+01
4.248919687546899837e+01
4.258761322856120302e+01
4.259252831074609702e+01
4.272575463618699843e+01
4.288492007019080177e+01
4.288492007019080177e+01
4.300057665225870096e+01
4.310073152295859700e+01
4.311013598984779804e+01
4.313841250691729812e+01
4.315648313189719687e+01
4.317443056957049663e+01
4.319764643038050167e+01
4.326464554521479755e+01
4.341246274677720152e+01
4.341246274677720152e+01
4.342017684914839748e+01
4.344616658251349861e+01
4.348499709717520290e+01
4.349823699055030346e+01
4.364882357390769840e+01
4.366670634688249919e+01
4.366781920496040215e+01
4.366781920496040215e+01
4.384162862846910258e+01
4.389841856506210149e+01
4.392317101740780316e+01
