Fraction_Removed,Normalized_Size
0.0,1.0000000000000002
0.006666666666666667,1.000009986434218
0.013333333333333334,1.0000201078202489
0.02,1.0000303669122124
0.02666666666666667,1.0000407665396822
0.03333333333333333,1.0000513096102897
0.04,1.0000579202234576
0.04666666666666667,1.0000646232927535
0.05333333333333334,0.9999804213329153
0.06,0.9999908355175351
0.06666666666666667,0.9999888121902378
0.07333333333333333,0.9999783085271153
0.08,0.9999761651009409
0.08666666666666667,0.9999825649825963
0.09333333333333334,0.9999588272148079
0.1,0.9999390885912931
0.10666666666666667,0.9998270064042696
0.11333333333333333,0.9997750661405647
0.12,0.9997712855708781
0.12666666666666668,0.9997226106403926
0.13333333333333333,0.9995421604004892
0.14,0.9995046141909821
0.14666666666666667,0.9993930613203852
0.15333333333333332,0.9991733794259351
0.16,0.9989502105172873
0.16666666666666666,0.9987657608270027
0.17333333333333334,0.9985499154959466
0.18,0.9982971334921273
0.18666666666666668,0.9980402075210326
0.19333333333333333,0.9976770963251003
0.2,0.9972932492755895
0.20666666666666667,0.9968437214340667
0.21333333333333335,0.9961576036242437
0.22,0.9956806448309307
0.22666666666666666,0.9948916557071141
0.23333333333333334,0.9939459356389626
0.24,0.9927826850390131
0.24666666666666667,0.9915936480566526
0.25333333333333335,0.9905879054182564
0.26,0.9891830510124814
0.26666666666666666,0.9874803323389744
0.2733333333333333,0.9858272004805221
0.28,0.9842848565536325
0.2866666666666667,0.9818573458061031
0.29333333333333333,0.9799492284527533
0.3,0.9768356398867796
0.30666666666666664,0.9727359530593925
0.31333333333333335,0.967284997722792
0.32,0.9601551091107599
0.32666666666666666,0.9549310714609717
0.3333333333333333,0.9463250841882683
0.34,0.9399718067193987
0.3466666666666667,0.9287899904264314
0.35333333333333333,0.9168387032705657
0.36,0.8955037591040802
0.36666666666666664,0.8671288606040122
0.37333333333333335,0.8229726081950467
0.38,0.7991190862951857
0.38666666666666666,0.709799037751075
0.3933333333333333,0.615759837312034
0.4,0.5243558618529252
0.4066666666666667,0.3918351238647674
0.41333333333333333,0.33257258345851815
0.42,0.27744321511419084
0.4266666666666667,0.21925602886350845
0.43333333333333335,0.1678813118167621
0.44,0.13907146772876275
0.44666666666666666,0.11897224735735171
0.4533333333333333,0.09986552798412313
0.46,0.08773418261240329
0.4666666666666667,0.07040978150207534
0.47333333333333333,0.06187354461110819
0.48,0.05466966270474768
0.4866666666666667,0.04462410484808481
0.49333333333333335,0.041988512474702304
0.5,0.036956691988409424
0.5066666666666667,0.030447473081978527
0.5133333333333333,0.02845075348366174
0.52,0.02656172501109458
0.5266666666666666,0.02427203206709912
0.5333333333333333,0.02138829531342649
0.54,0.020174539560824965
0.5466666666666666,0.018691868634053983
0.5533333333333333,0.017690932914719997
0.56,0.017069037939897055
0.5666666666666667,0.016102700651216592
0.5733333333333334,0.014509627809538725
0.58,0.013593188861416597
0.5866666666666667,0.0132534944762896
0.5933333333333334,0.012286415999815123
0.6,0.011786357584775625
0.6066666666666667,0.011189706001425591
0.6133333333333333,0.010440830567565305
0.62,0.010160297760612669
0.6266666666666667,0.009817303066578657
0.6333333333333333,0.009579307840722202
0.64,0.009245481678718422
0.6466666666666666,0.009009880946927772
0.6533333333333333,0.00887817249709332
0.66,0.008533995476176216
0.6666666666666666,0.00843448977993578
0.6733333333333333,0.008103170785112543
0.68,0.00761120682903908
0.6866666666666666,0.007098308236536959
0.6933333333333334,0.006933401887043011
0.7,0.006591484585062782
0.7066666666666667,0.0066344983233541455
0.7133333333333334,0.006392662461958196
0.72,0.006181264893771746
0.7266666666666667,0.006117139642694103
0.7333333333333333,0.005932336126556502
0.74,0.005753116020169039
0.7466666666666667,0.005657204331213341
0.7533333333333333,0.005619606606371427
0.76,0.005465711227712951
0.7666666666666667,0.005353366971348021
0.7733333333333333,0.00519986364034219
0.78,0.005268441324514627
0.7866666666666666,0.0048824301041585074
0.7933333333333333,0.004698880100242777
0.8,0.004561829430652363
0.8066666666666666,0.004516595958423013
0.8133333333333334,0.004531062953805535
0.82,0.0045683556530138085
0.8266666666666667,0.004382609324264895
0.8333333333333334,0.004440441694729423
0.84,0.0045275667632547565
0.8466666666666667,0.004341356614354738
0.8533333333333334,0.004325105546814374
0.86,0.004335276282962084
0.8666666666666667,0.0044345680946041195
0.8733333333333333,0.004451570621282628
0.88,0.004470462317592085
0.8866666666666667,0.004629778922298031
0.8933333333333333,0.004698880100242774
0.9,0.004816352102748845
0.9066666666666666,0.004698880100242773
0.9133333333333333,0.004789243179093598
0.92,0.005090453441929676
0.9266666666666666,0.0053396364775486075
0.9333333333333333,0.005521184117785261
0.94,0.005743075678074497
0.9466666666666667,0.0060204401284360545
0.9533333333333334,0.006460960137833819
0.96,0.006852533479520708
0.9666666666666667,0.007400736157882373
0.9733333333333334,0.008516720181690047
0.98,0.00978933354217244
0.9866666666666667,0.012334560263137307
0.9933333333333333,0.01938288041350132
1.0,0.0
