Fraction_Removed,Normalized_Size
0.0,1.0000000000000002
0.006666666666666667,0.9974107000443455
0.013333333333333334,0.9954481446711793
0.02,0.9926061048603302
0.02666666666666667,0.9903556849851709
0.03333333333333333,0.9871556452121288
0.04,0.983829546443806
0.04666666666666667,0.9805665084458502
0.05333333333333334,0.9780092805461652
0.06,0.9743669532070482
0.06666666666666667,0.9707355519904488
0.07333333333333333,0.9663191358639387
0.08,0.9628251785572352
0.08666666666666667,0.9581078324656433
0.09333333333333334,0.9529682531147744
0.1,0.94701256492847
0.10666666666666667,0.9387826797067158
0.11333333333333333,0.9335806871579576
0.12,0.9137058097295759
0.12666666666666668,0.9017811040293143
0.13333333333333333,0.8811072382827411
0.14,0.8627396794353981
0.14666666666666667,0.8538788072930272
0.15333333333333332,0.8380536642243303
0.16,0.8115773731796193
0.16666666666666666,0.8008644554714026
0.17333333333333334,0.7794268485833917
0.18,0.7491687315671798
0.18666666666666668,0.697342113037261
0.19333333333333333,0.6809035654390484
0.2,0.6508226691042047
0.20666666666666667,0.6054880818872339
0.21333333333333335,0.5564968062644138
0.22,0.5197765366869571
0.22666666666666666,0.4722242234850189
0.23333333333333334,0.43713025310275133
0.24,0.40118005250786937
0.24666666666666667,0.3423021098879765
0.25333333333333335,0.2977366106405999
0.26,0.263097061543131
0.26666666666666666,0.24481528526318286
0.2733333333333333,0.22758175775887057
0.28,0.21375613011810454
0.2866666666666667,0.18911870306050968
0.29333333333333333,0.16737029225818847
0.3,0.15210051113681303
0.30666666666666664,0.13667833537577595
0.31333333333333335,0.12438924203891104
0.32,0.11197440585009141
0.32666666666666666,0.09869314170905207
0.3333333333333333,0.0848524418908331
0.34,0.07743931875558933
0.3466666666666667,0.06987490739309565
0.35333333333333333,0.06453732098768757
0.36,0.05602800992426222
0.36666666666666664,0.0540714216986708
0.37333333333333335,0.047395159004906574
0.38,0.0438398807066614
0.38666666666666666,0.04145281433454075
0.3933333333333333,0.0355047798897368
0.4,0.03373378601897798
0.4066666666666667,0.03230813924485228
0.41333333333333333,0.030761057954842234
0.42,0.02882944137750921
0.4266666666666667,0.0267048594872667
0.43333333333333335,0.025567265297343798
0.44,0.024705723239935827
0.44666666666666666,0.023611028076788745
0.4533333333333333,0.022573237615374327
0.46,0.022017643132816806
0.4666666666666667,0.020223948811700185
0.47333333333333333,0.01884353584073576
0.48,0.018256423649476664
0.4866666666666667,0.017285208914877233
0.49333333333333335,0.01648173220986653
0.5,0.014768869156437712
0.5066666666666667,0.014174366322446761
0.5133333333333333,0.01401971973082138
0.52,0.013751958735962392
0.5266666666666666,0.013559418669236623
0.5333333333333333,0.013039585121068537
0.54,0.012788558710981411
0.5466666666666666,0.012285307175886807
0.5533333333333333,0.011211570769812468
0.56,0.010342719437783426
0.5666666666666667,0.01026076300299335
0.5733333333333334,0.010023219182554194
0.58,0.009886952953027647
0.5866666666666667,0.009430365883453102
0.5933333333333334,0.009199636938121071
0.6,0.009189736223557064
0.6066666666666667,0.008814311830765214
0.6133333333333333,0.008679226591979538
0.62,0.008608129097881816
0.6266666666666667,0.008009830989068389
0.6333333333333333,0.007745910396733066
0.64,0.007689852296799279
0.6466666666666666,0.007317541897239044
0.6533333333333333,0.0073829278582477845
0.66,0.007316454918347596
0.6666666666666666,0.007110211543483937
0.6733333333333333,0.0069754984783153276
0.68,0.006712751371115176
0.6866666666666666,0.006813900635130555
0.6933333333333334,0.006749122826938582
0.7,0.006681466005049186
0.7066666666666667,0.006187824972102853
0.7133333333333334,0.006172295881491921
0.72,0.0059228444577099585
0.7266666666666667,0.005900094911108423
0.7333333333333333,0.005998628884826326
0.74,0.005750647889587561
0.7466666666666667,0.005798889362345536
0.7533333333333333,0.005823269077382422
0.76,0.005712979890310787
0.7666666666666667,0.005736298175577362
0.7733333333333333,0.005847402946553392
0.78,0.005549751893444764
0.7866666666666666,0.005478339644815877
0.7933333333333333,0.005465505185384883
0.8,0.005419169495951948
0.8066666666666666,0.005403409551426949
0.8133333333333334,0.0054914561802783275
0.82,0.005477206117059863
0.8266666666666667,0.005499527894409063
0.8333333333333334,0.005562810133194047
0.84,0.005631365891877774
0.8466666666666667,0.005705883020881829
0.8533333333333334,0.005698140981504786
0.86,0.005596388463977912
0.8666666666666667,0.0057293026899973894
0.8733333333333333,0.005721570837514259
0.88,0.005985026551754158
0.8866666666666667,0.005876207887176812
0.8933333333333333,0.006121049882475841
0.9,0.006333246278401674
0.9066666666666666,0.006575756445174044
0.9133333333333333,0.006780239869819394
0.92,0.007100417863671979
0.9266666666666666,0.0075678434910610385
0.9333333333333333,0.007443196657090627
0.94,0.007508487855837028
0.9466666666666667,0.007957364847218597
0.9533333333333334,0.008674402119165774
0.96,0.008977539827631227
0.9666666666666667,0.009989553408200577
0.9733333333333334,0.011262731783755569
0.98,0.013711151736745874
0.9866666666666667,0.018118307652128532
0.9933333333333333,0.02546356751109933
1.0,0.0
