Fraction_Removed,Normalized_Size
0.0,1.0000000000000002
0.006666666666666667,1.0000764598942582
0.013333333333333334,1.0000585275983067
0.02,1.0000403513255407
0.02666666666666667,1.0000219260627365
0.03333333333333333,1.0000032466583768
0.04,1.000082383956313
0.04666666666666667,1.0000638660840149
0.05333333333333334,1.0000450873966142
0.06,1.000026042344853
0.06666666666666667,1.000006725220923
0.07333333333333333,1.0000887342098834
0.08,1.0000695914165125
0.08666666666666667,1.000050169166305
0.09333333333333334,1.0000304612947712
0.1,1.0000104614547698
0.10666666666666667,1.000095558362973
0.11333333333333333,1.0000704378401992
0.12,1.0000502863109964
0.12666666666666668,1.0000298271248598
0.13333333333333333,1.0000036212728045
0.14,1.0000919634861165
0.14666666666666667,1.0000713503907348
0.15333333333333332,1.000044852457655
0.16,1.0000179339224629
0.16666666666666666,0.9999792863195559
0.17333333333333334,1.0000368260081218
0.18,0.9999977035830995
0.18666666666666668,0.9999521517068721
0.19333333333333333,0.9999058469070707
0.2,0.9998705394972222
0.20666666666666667,0.9998227706486038
0.21333333333333335,0.999881909680055
0.22,0.9998334214509716
0.22666666666666666,0.999759747280112
0.23333333333333334,0.9996111067900755
0.24,0.9995403842437277
0.24666666666666667,0.9995746446553955
0.25333333333333335,0.9994014553378077
0.26,0.9991742519282301
0.26666666666666666,0.9990263714253922
0.2733333333333333,0.9988563422473563
0.28,0.998800855747
0.2866666666666667,0.9982955650373488
0.29333333333333333,0.9980871822111055
0.3,0.9976730735604664
0.30666666666666664,0.9972374215089119
0.31333333333333335,0.9967590311555327
0.32,0.9964027980083854
0.32666666666666666,0.995633999893728
0.3333333333333333,0.9948992561905657
0.34,0.9942709269514657
0.3466666666666667,0.9934712516020439
0.35333333333333333,0.9924439716298288
0.36,0.9912702429149796
0.36666666666666664,0.9897819117042204
0.37333333333333335,0.9887126467636377
0.38,0.9873090742321208
0.38666666666666666,0.9848157669588142
0.3933333333333333,0.9827565335521272
0.4,0.9786115557229388
0.4066666666666667,0.9746590653031041
0.41333333333333333,0.9696778894300316
0.42,0.962942641286456
0.4266666666666667,0.956395622538061
0.43333333333333335,0.9463964288285694
0.44,0.9319558960011834
0.44666666666666666,0.9191582259742292
0.4533333333333333,0.90473946002053
0.46,0.8694253522894893
0.4666666666666667,0.8411549053761417
0.47333333333333333,0.7825552195971918
0.48,0.7179082804023956
0.4866666666666667,0.6316908305892395
0.49333333333333335,0.5356784473659435
0.5,0.4455606816683928
0.5066666666666667,0.3800031554009522
0.5133333333333333,0.285670802094068
0.52,0.23363697705802972
0.5266666666666666,0.18155965261487012
0.5333333333333333,0.1563613864715456
0.54,0.12959354519143781
0.5466666666666666,0.11011758059781672
0.5533333333333333,0.09665798678202997
0.56,0.07920628942660767
0.5666666666666667,0.0679640480035923
0.5733333333333334,0.05559813694567367
0.58,0.044453710304383505
0.5866666666666667,0.03903177211306875
0.5933333333333334,0.035446324247817115
0.6,0.031906129366349685
0.6066666666666667,0.030555870285762614
0.6133333333333333,0.028599001977214943
0.62,0.02573104921233505
0.6266666666666667,0.02500521204621572
0.6333333333333333,0.022416995489210903
0.64,0.02104060090596198
0.6466666666666666,0.020305091550559314
0.6533333333333333,0.01905242154512468
0.66,0.01817985456116351
0.6666666666666666,0.01663685152057245
0.6733333333333333,0.01638552040720252
0.68,0.014770266453252988
0.6866666666666666,0.012875936272378888
0.6933333333333334,0.012802773831989947
0.7,0.012051595894925144
0.7066666666666667,0.011298371151492325
0.7133333333333334,0.010789287567631483
0.72,0.0100373922283347
0.7266666666666667,0.009472719715428016
0.7333333333333333,0.008879813576875997
0.74,0.008509991091668898
0.7466666666666667,0.008269367043444218
0.7533333333333333,0.007824885425864616
0.76,0.007610708345102469
0.7666666666666667,0.007101833295223748
0.7733333333333333,0.006666869741965139
0.78,0.006398130633136752
0.7866666666666666,0.006024326805385556
0.7933333333333333,0.005694743523937665
0.8,0.005249034930797478
0.8066666666666666,0.005186536757042813
0.8133333333333334,0.004943037378777893
0.82,0.004629193735680883
0.8266666666666667,0.004427006004070311
0.8333333333333334,0.0040391676866585085
0.84,0.0034424724602203187
0.8466666666666667,0.002916699074434161
0.8533333333333334,0.0025678116253391664
0.86,0.001378670289319004
0.8666666666666667,0.0
0.8733333333333333,0.0
0.88,0.0
0.8866666666666667,0.0
0.8933333333333333,0.0
0.9,0.0
0.9066666666666666,0.0
0.9133333333333333,0.0
0.92,0.0
0.9266666666666666,0.0
0.9333333333333333,0.0
0.94,0.0
0.9466666666666667,0.0
0.9533333333333334,0.0
0.96,0.0
0.9666666666666667,0.0
0.9733333333333334,0.0
0.98,0.0
0.9866666666666667,0.0
0.9933333333333333,0.0
1.0,0.0
